"ID","EMAIL_HASH","C","VALUE","CASE_STATUS"
3194028,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194035,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194040,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194044,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194050,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194053,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194060,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194069,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194076,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194088,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194092,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194100,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194104,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194113,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194119,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194125,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194133,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194142,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194148,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194156,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194160,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194165,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194175,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194185,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194192,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194201,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194211,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194219,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194225,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194231,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194237,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194248,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194262,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194275,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194281,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194288,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194296,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194332,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194340,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194346,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194353,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194361,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194367,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194376,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194395,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194404,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194411,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194416,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194428,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194435,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194449,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194458,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194470,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194475,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194481,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194489,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194498,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194510,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194538,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194546,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194560,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194567,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194576,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194583,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194590,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194598,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194610,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3194613,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195132,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195174,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195203,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195247,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195266,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195291,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195309,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195315,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195321,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195325,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195327,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195333,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195337,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195346,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195347,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195349,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195351,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195354,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3195356,"7Z0vH6qKkxwAaLRvk6h+uw==",93,"Closed","Updated"
3202937,"7ifN5ZB+X/MtAuqmhvAR0A==",2,"Closed","Updated"
3203007,"7ifN5ZB+X/MtAuqmhvAR0A==",2,"Closed","Updated"
3202509,"7q0IADtAWHGZNBnL05cjcQ==",3,"Unassigned","Not updated"
3202516,"7q0IADtAWHGZNBnL05cjcQ==",3,"Unassigned","Not updated"
3202524,"7q0IADtAWHGZNBnL05cjcQ==",3,"Unassigned","Not updated"
3194922,"80ykFRdiL6O7zaIuE9qliw==",2,"Closed","Updated"
3195206,"80ykFRdiL6O7zaIuE9qliw==",2,"Closed","Updated"
3197745,"86maBEPZ3x3LVXrpY9jHkg==",2,"Closed","Updated"
3197852,"86maBEPZ3x3LVXrpY9jHkg==",2,"Closed","Updated"
3196229,"8B424eCQD9XHELYMhkbXrQ==",4,"Open","Updated"
3196409,"8B424eCQD9XHELYMhkbXrQ==",4,"Open","Updated"
3196686,"8B424eCQD9XHELYMhkbXrQ==",4,"Closed","Updated"
3196843,"8B424eCQD9XHELYMhkbXrQ==",4,"Closed","Updated"
3197513,"8MyrXVsj9MOrxGP1FH3okQ==",3,"Unassigned","Not updated"
3197552,"8MyrXVsj9MOrxGP1FH3okQ==",3,"Unassigned","Not updated"
3197585,"8MyrXVsj9MOrxGP1FH3okQ==",3,"Unassigned","Not updated"
3195551,"8O99pFcJmV3Z5UlMLgFEeQ==",2,"Closed","Updated"
3196368,"8O99pFcJmV3Z5UlMLgFEeQ==",2,"Unassigned","Not updated"
3196896,"8S7jN3/8/DT8orGckRFSwA==",2,"Closed","Updated"
3196944,"8S7jN3/8/DT8orGckRFSwA==",2,"Closed","Updated"
3198033,"8SIfskDni2VbAgk+8vqFaw==",4,"Closed","Updated"
3198048,"8SIfskDni2VbAgk+8vqFaw==",4,"Closed","Updated"
3198061,"8SIfskDni2VbAgk+8vqFaw==",4,"Closed","Updated"
3198107,"8SIfskDni2VbAgk+8vqFaw==",4,"Closed","Updated"
3199148,"8UiKLf1sGFgtQTPhiefdDw==",2,"Closed","Updated"
3199200,"8UiKLf1sGFgtQTPhiefdDw==",2,"Closed","Updated"
3201779,"8XN+9jX6cyxJ3jIgO00znQ==",3,"Closed","Updated"
3201816,"8XN+9jX6cyxJ3jIgO00znQ==",3,"Closed","Updated"
3201852,"8XN+9jX6cyxJ3jIgO00znQ==",3,"Closed","Updated"
3201380,"8em1ezh62u72fkDfZ/CEow==",2,"Closed","Updated"
3201386,"8em1ezh62u72fkDfZ/CEow==",2,"Closed","Updated"
3201798,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3201841,"97QSYl5KkUofkb+K0qwxfA==",14,"Open","Updated"
3201864,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3201905,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3201913,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3201922,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3201932,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3201947,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3201974,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3201976,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3201985,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3202032,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3202093,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3202111,"97QSYl5KkUofkb+K0qwxfA==",14,"Closed","Updated"
3199194,"9ABIh2POaD1DHUbtKuagcA==",2,"Open","Updated"
3199287,"9ABIh2POaD1DHUbtKuagcA==",2,"Closed","Updated"
3202309,"9X9bDavGFWofNv3Ipwq5yA==",2,"Open","Updated"
3202316,"9X9bDavGFWofNv3Ipwq5yA==",2,"Closed","Updated"
3202167,"9Xj7wAo5zyI4aWkx9DeJcw==",3,"Closed","Updated"
3202175,"9Xj7wAo5zyI4aWkx9DeJcw==",3,"Closed","Updated"
3202183,"9Xj7wAo5zyI4aWkx9DeJcw==",3,"Closed","Updated"
3203051,"9XxPbfzD/ALHRWS4lsTpvg==",2,"Open","Updated"
3203076,"9XxPbfzD/ALHRWS4lsTpvg==",2,"Unassigned","Not updated"
3202861,"9gN8cuSxC2+rK9ZLjcW3Gg==",4,"Closed","Updated"
3202869,"9gN8cuSxC2+rK9ZLjcW3Gg==",4,"Closed","Updated"
3202881,"9gN8cuSxC2+rK9ZLjcW3Gg==",4,"Closed","Updated"
3202927,"9gN8cuSxC2+rK9ZLjcW3Gg==",4,"Closed","Updated"
3198665,"9iYdJNIRJqIDJoYkgucrfA==",2,"Closed","Updated"
3198687,"9iYdJNIRJqIDJoYkgucrfA==",2,"Closed","Updated"
3201642,"9jW31YLWiMEOVcoig8wTlA==",2,"Unassigned","Not updated"
3201655,"9jW31YLWiMEOVcoig8wTlA==",2,"Unassigned","Not updated"
3201001,"9rR6i8Fd1ZG+7bo7zUpSEA==",5,"Closed","Updated"
3201004,"9rR6i8Fd1ZG+7bo7zUpSEA==",5,"Open","Updated"
3201015,"9rR6i8Fd1ZG+7bo7zUpSEA==",5,"Closed","Updated"
3201114,"9rR6i8Fd1ZG+7bo7zUpSEA==",5,"Closed","Updated"
3201264,"9rR6i8Fd1ZG+7bo7zUpSEA==",5,"Closed","Updated"
3202074,"9u6wk2639gtlbphzqxUnRQ==",3,"Unassigned","Not updated"
3202140,"9u6wk2639gtlbphzqxUnRQ==",3,"Unassigned","Not updated"
3202154,"9u6wk2639gtlbphzqxUnRQ==",3,"Unassigned","Not updated"
3202549,"9vb5+xmMeUxBy3CZmUObtQ==",2,"Closed","Updated"
3202562,"9vb5+xmMeUxBy3CZmUObtQ==",2,"Closed","Updated"
3202601,"A2YrUdIkW+cG/i2S+p1HLw==",2,"Closed","Updated"
3202618,"A2YrUdIkW+cG/i2S+p1HLw==",2,"Closed","Updated"
3203203,"AGBayI0n/NoHOzIsL7Oegg==",2,"Closed","Updated"
3203205,"AGBayI0n/NoHOzIsL7Oegg==",2,"Closed","Updated"
3197494,"ARphqJzzljez9dOWf5hWYA==",2,"Closed","Updated"
3197716,"ARphqJzzljez9dOWf5hWYA==",2,"Closed","Updated"
3202762,"ASZRmo2gvsLtJrI3ukR/Nw==",4,"Closed","Updated"
3202768,"ASZRmo2gvsLtJrI3ukR/Nw==",4,"Closed","Updated"
3202778,"ASZRmo2gvsLtJrI3ukR/Nw==",4,"Closed","Updated"
3202801,"ASZRmo2gvsLtJrI3ukR/Nw==",4,"Closed","Updated"
3202567,"AgL9AEVqjjswLYAfEP9FGg==",3,"Closed","Updated"
3202586,"AgL9AEVqjjswLYAfEP9FGg==",3,"Closed","Updated"
3202636,"AgL9AEVqjjswLYAfEP9FGg==",3,"Closed","Updated"
3202257,"AmZTn7x6QbPPvneVo66eXg==",3,"Closed","Updated"
3202263,"AmZTn7x6QbPPvneVo66eXg==",3,"Closed","Updated"
3202269,"AmZTn7x6QbPPvneVo66eXg==",3,"Unassigned","Not updated"
3193997,"Amdc4ZQbcglecjfhIuoh4w==",4,"Closed","Updated"
3194001,"Amdc4ZQbcglecjfhIuoh4w==",4,"Closed","Updated"
3194005,"Amdc4ZQbcglecjfhIuoh4w==",4,"Closed","Updated"
3194014,"Amdc4ZQbcglecjfhIuoh4w==",4,"Closed","Updated"
3194196,"ArHt7lQb6E/6PAdfgrWGlg==",2,"Closed","Updated"
3194198,"ArHt7lQb6E/6PAdfgrWGlg==",2,"Closed","Updated"
3201071,"AvuQ6zCX369V/9e0JjQnPw==",4,"Closed","Updated"
3201080,"AvuQ6zCX369V/9e0JjQnPw==",4,"Closed","Updated"
3201097,"AvuQ6zCX369V/9e0JjQnPw==",4,"Closed","Updated"
3201253,"AvuQ6zCX369V/9e0JjQnPw==",4,"Closed","Updated"
3194008,"AzhfzkJo0b/6WjWKR65glg==",3,"Closed","Updated"
3194013,"AzhfzkJo0b/6WjWKR65glg==",3,"Closed","Updated"
3194033,"AzhfzkJo0b/6WjWKR65glg==",3,"Closed","Updated"
3202402,"B38ATP0aFd+OFYtQWBkhOg==",2,"Closed","Updated"
3202413,"B38ATP0aFd+OFYtQWBkhOg==",2,"Closed","Updated"
3196233,"B3VDjicIRllZxjomdJ9JMw==",2,"Closed","Updated"
3196355,"B3VDjicIRllZxjomdJ9JMw==",2,"Closed","Updated"
3201021,"B3boW00iHqW5m2M3/lQQSA==",2,"Closed","Updated"
3201027,"B3boW00iHqW5m2M3/lQQSA==",2,"Closed","Updated"
3202219,"B66DFKlGV2vutKNOKnM20w==",3,"Open","Updated"
3202575,"B66DFKlGV2vutKNOKnM20w==",3,"Closed","Updated"
3202891,"B66DFKlGV2vutKNOKnM20w==",3,"Closed","Updated"
3205757,"B7eW3k7pC8ALDU/b06j6Rg==",3,"Closed","Updated"
3205762,"B7eW3k7pC8ALDU/b06j6Rg==",3,"Closed","Updated"
3205763,"B7eW3k7pC8ALDU/b06j6Rg==",3,"Closed","Updated"
3196599,"BCjnqVuLDkNgUXpS604mbw==",5,"Open","Updated"
3196927,"BCjnqVuLDkNgUXpS604mbw==",5,"Closed","Updated"
3197089,"BCjnqVuLDkNgUXpS604mbw==",5,"Closed","Updated"
3197210,"BCjnqVuLDkNgUXpS604mbw==",5,"Closed","Updated"
3197371,"BCjnqVuLDkNgUXpS604mbw==",5,"Closed","Updated"
3201123,"BDer7UIscz4zydwnpK2LSg==",2,"Open","Updated"
3201246,"BDer7UIscz4zydwnpK2LSg==",2,"Open","Updated"
3197427,"BF7oqbQnvUP0vTIOdqFlbg==",4,"Closed","Updated"
3197558,"BF7oqbQnvUP0vTIOdqFlbg==",4,"Closed","Updated"
3197686,"BF7oqbQnvUP0vTIOdqFlbg==",4,"Closed","Updated"
3197742,"BF7oqbQnvUP0vTIOdqFlbg==",4,"Closed","Updated"
3201536,"BJI3Be1m+MnZ2zfKwj/CKQ==",5,"Closed","Updated"
3201538,"BJI3Be1m+MnZ2zfKwj/CKQ==",5,"Closed","Updated"
3201545,"BJI3Be1m+MnZ2zfKwj/CKQ==",5,"Closed","Updated"
3201559,"BJI3Be1m+MnZ2zfKwj/CKQ==",5,"Closed","Updated"
3201574,"BJI3Be1m+MnZ2zfKwj/CKQ==",5,"Closed","Updated"
3195542,"BY1BqKOhGwBnOz3aKz6IBg==",2,"Closed","Updated"
3195977,"BY1BqKOhGwBnOz3aKz6IBg==",2,"Closed","Updated"
3199046,"BcGH9Nbf9zatJonOzs+ETQ==",3,"Closed","Updated"
3199075,"BcGH9Nbf9zatJonOzs+ETQ==",3,"Closed","Updated"
3199081,"BcGH9Nbf9zatJonOzs+ETQ==",3,"Closed","Updated"
3198031,"Bcxwt9tv0Kxa4ewadVFjDw==",4,"Open","Updated"
3198127,"Bcxwt9tv0Kxa4ewadVFjDw==",4,"Closed","Updated"
3198232,"Bcxwt9tv0Kxa4ewadVFjDw==",4,"Closed","Updated"
3198256,"Bcxwt9tv0Kxa4ewadVFjDw==",4,"Closed","Updated"
3202034,"BezJXfQb6NrgbwEPSi3dQQ==",2,"Closed","Updated"
3202096,"BezJXfQb6NrgbwEPSi3dQQ==",2,"Closed","Updated"
3203194,"Bg5/2OcQ6ojwUzL301Llmg==",2,"Open","Updated"
3203209,"Bg5/2OcQ6ojwUzL301Llmg==",2,"Unassigned","Not updated"
3196596,"BiJoIu9UCSCPrZkY7WIPgA==",3,"Closed","Updated"
3196803,"BiJoIu9UCSCPrZkY7WIPgA==",3,"Closed","Updated"
3196830,"BiJoIu9UCSCPrZkY7WIPgA==",3,"Closed","Updated"
3205795,"Buk9ZwFIVnKVR5tf1YmTvw==",3,"Closed","Updated"
3205803,"Buk9ZwFIVnKVR5tf1YmTvw==",3,"Closed","Updated"
3205819,"Buk9ZwFIVnKVR5tf1YmTvw==",3,"Closed","Updated"
3198234,"Bxo652yWYCdBYGIC+Oj7sg==",2,"Closed","Updated"
3198248,"Bxo652yWYCdBYGIC+Oj7sg==",2,"Closed","Updated"
3196326,"C+da57xsHnClN/zpT9ljTg==",2,"Closed","Updated"
3196418,"C+da57xsHnClN/zpT9ljTg==",2,"Closed","Updated"
3199286,"C9BhX0t/lR+WNt5DQ0rjHQ==",2,"Closed","Updated"
3199356,"C9BhX0t/lR+WNt5DQ0rjHQ==",2,"Closed","Updated"
3203048,"CBHQqWf0rpmoEqscqjfQqw==",2,"Open","Updated"
3203071,"CBHQqWf0rpmoEqscqjfQqw==",2,"Unassigned","Not updated"
3196335,"CHTQYRTtxxVWC6oJ6L6DQg==",2,"Closed","Updated"
3196422,"CHTQYRTtxxVWC6oJ6L6DQg==",2,"Unassigned","Not updated"
3196304,"CbVA3Dq5bLPSWiqdX4JXPA==",2,"Closed","Updated"
3196498,"CbVA3Dq5bLPSWiqdX4JXPA==",2,"Closed","Updated"
3197363,"CjaUzCfx1Rw0NyBJM04Kqg==",2,"Closed","Updated"
3197392,"CjaUzCfx1Rw0NyBJM04Kqg==",2,"Closed","Updated"
3201717,"CmwLi5TXmsOcyBtQNU7LIg==",2,"Closed","Updated"
3201723,"CmwLi5TXmsOcyBtQNU7LIg==",2,"Closed","Updated"
3194415,"CqRdUgiH0fr9k89uhQP/ag==",2,"Closed","Updated"
3194432,"CqRdUgiH0fr9k89uhQP/ag==",2,"Closed","Updated"
3200962,"CqTWgc0aq5egny2Wg5PIBg==",2,"Closed","Updated"
3200965,"CqTWgc0aq5egny2Wg5PIBg==",2,"Closed","Updated"
3198804,"D5Wxd1ymYxBG1rJQxqczoQ==",6,"Closed","Updated"
3198837,"D5Wxd1ymYxBG1rJQxqczoQ==",6,"Closed","Updated"
3198872,"D5Wxd1ymYxBG1rJQxqczoQ==",6,"Closed","Updated"
3198925,"D5Wxd1ymYxBG1rJQxqczoQ==",6,"Closed","Updated"
3199012,"D5Wxd1ymYxBG1rJQxqczoQ==",6,"Closed","Updated"
3199082,"D5Wxd1ymYxBG1rJQxqczoQ==",6,"Closed","Updated"
3205712,"D6wqylSQ7udO7Cc12kuprQ==",3,"Open","Updated"
3205718,"D6wqylSQ7udO7Cc12kuprQ==",3,"Open","Updated"
3205719,"D6wqylSQ7udO7Cc12kuprQ==",3,"Closed","Updated"
3196683,"DD6HJZJFMiaYjJiWS7IY+Q==",2,"Closed","Updated"
3196722,"DD6HJZJFMiaYjJiWS7IY+Q==",2,"Closed","Updated"
3198573,"DN3eDMRJiD2onscJ/71J+g==",3,"Closed","Updated"
3198600,"DN3eDMRJiD2onscJ/71J+g==",3,"Closed","Updated"
3198632,"DN3eDMRJiD2onscJ/71J+g==",3,"Closed","Updated"
3200947,"DOhjMEDndRBAIfDiEZOf8A==",2,"Closed","Updated"
3200952,"DOhjMEDndRBAIfDiEZOf8A==",2,"Closed","Updated"
3201073,"DPM7SvuEhaXa2P/6VeZaAw==",2,"Unassigned","Not updated"
3201075,"DPM7SvuEhaXa2P/6VeZaAw==",2,"Unassigned","Not updated"
3199849,"DSP1Fb8vmb3J4sgT1iyf2Q==",2,"Closed","Updated"
3199882,"DSP1Fb8vmb3J4sgT1iyf2Q==",2,"Closed","Updated"
3199566,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3199599,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3199655,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3199713,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3199743,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3199772,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3199959,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3199993,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3200083,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3200304,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3200481,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3200542,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3200570,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3200577,"DfBzsz7drycpp+2uwugwrg==",14,"Closed","Updated"
3201827,"Dpc1H/DbXZVN1Fh38bQdAg==",3,"Closed","Updated"
3201847,"Dpc1H/DbXZVN1Fh38bQdAg==",3,"Closed","Updated"
3201882,"Dpc1H/DbXZVN1Fh38bQdAg==",3,"Closed","Updated"
3200761,"DpfvvxThuuazGDjU6I6Emw==",2,"Closed","Updated"
3200800,"DpfvvxThuuazGDjU6I6Emw==",2,"Closed","Updated"
3203173,"Dq55AOv+q+PRwBbouzGyhA==",2,"Closed","Updated"
3203228,"Dq55AOv+q+PRwBbouzGyhA==",2,"Closed","Updated"
3197882,"Drn89uyktSZSHNZsucS7rg==",3,"Closed","Updated"
3197924,"Drn89uyktSZSHNZsucS7rg==",3,"Closed","Updated"
3198195,"Drn89uyktSZSHNZsucS7rg==",3,"Closed","Updated"
3202396,"DsJUN1SunLZe4TANptrGNg==",2,"Closed","Updated"
3202456,"DsJUN1SunLZe4TANptrGNg==",2,"Closed","Updated"
3194051,"E9VEMpHiN8sYoXXScbnOHQ==",2,"Closed","Updated"
3194052,"E9VEMpHiN8sYoXXScbnOHQ==",2,"Open","Updated"
3201101,"EGnn4o98JrU0y1oqVXWWqQ==",3,"Closed","Updated"
3201178,"EGnn4o98JrU0y1oqVXWWqQ==",3,"Closed","Updated"
3201247,"EGnn4o98JrU0y1oqVXWWqQ==",3,"Closed","Updated"
3194472,"EHY6FWuOxUiUODWPhGlq6Q==",4,"Open","Updated"
3194491,"EHY6FWuOxUiUODWPhGlq6Q==",4,"Open","Updated"
3194496,"EHY6FWuOxUiUODWPhGlq6Q==",4,"Open","Updated"
3194503,"EHY6FWuOxUiUODWPhGlq6Q==",4,"Open","Updated"
3201855,"EHhL+mX7xr7Lpd1W4o6I5w==",2,"Unassigned","Not updated"
3201871,"EHhL+mX7xr7Lpd1W4o6I5w==",2,"Unassigned","Not updated"
3196768,"ERr/Vu9VKdEbwfKTwGXVLw==",2,"Closed","Updated"
3196814,"ERr/Vu9VKdEbwfKTwGXVLw==",2,"Closed","Updated"
3199204,"EVcp5FI1ctIx/MO4Xs2Cmw==",3,"Closed","Updated"
3199228,"EVcp5FI1ctIx/MO4Xs2Cmw==",3,"Closed","Updated"
3199276,"EVcp5FI1ctIx/MO4Xs2Cmw==",3,"Closed","Updated"
3197922,"EWamwwlMRsFqwlpYdWf2vQ==",2,"Closed","Updated"
3197935,"EWamwwlMRsFqwlpYdWf2vQ==",2,"Closed","Updated"
3201640,"EaJ/pXDCBClAtmsMcIcO2Q==",3,"Closed","Updated"
3201661,"EaJ/pXDCBClAtmsMcIcO2Q==",3,"Closed","Updated"
3201687,"EaJ/pXDCBClAtmsMcIcO2Q==",3,"Closed","Updated"
3200646,"Eaf5wE/quzsqcpti0p8ipQ==",2,"Closed","Updated"
3200699,"Eaf5wE/quzsqcpti0p8ipQ==",2,"Closed","Updated"
3194418,"EiKa+/p3tj1EoSZXo+AqCw==",2,"Closed","Updated"
3194425,"EiKa+/p3tj1EoSZXo+AqCw==",2,"Closed","Updated"
3197648,"ElWalgr798hGwX/tFU+TIA==",3,"Closed","Updated"
3197680,"ElWalgr798hGwX/tFU+TIA==",3,"Closed","Updated"
3197711,"ElWalgr798hGwX/tFU+TIA==",3,"Closed","Updated"
3194566,"EldLK+sSoklMW+UXIqxyPA==",2,"Closed","Updated"
3194574,"EldLK+sSoklMW+UXIqxyPA==",2,"Closed","Updated"
3201479,"Ern7tKwmsNOc0vPmcmRDMQ==",4,"Closed","Updated"
3201486,"Ern7tKwmsNOc0vPmcmRDMQ==",4,"Closed","Updated"
3201494,"Ern7tKwmsNOc0vPmcmRDMQ==",4,"Closed","Updated"
3201501,"Ern7tKwmsNOc0vPmcmRDMQ==",4,"Closed","Updated"
3202541,"EuTEV1E/vUb4OQaydGTFjA==",2,"Unassigned","Not updated"
3202546,"EuTEV1E/vUb4OQaydGTFjA==",2,"Unassigned","Not updated"
3202811,"F2YdSITQn8bKdEmyagE2iQ==",2,"Closed","Updated"
3202844,"F2YdSITQn8bKdEmyagE2iQ==",2,"Closed","Updated"
3202056,"F3o3P7KJuuI/SWLLBHcaNA==",2,"Open","Updated"
3202060,"F3o3P7KJuuI/SWLLBHcaNA==",2,"Closed","Updated"
