"ID","EMAIL_HASH","C","VALUE","CASE_STATUS"
3206217,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206222,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206230,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206234,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206237,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206242,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206248,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206253,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206255,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206257,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206260,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206262,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206264,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206266,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206270,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206273,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206276,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206281,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206285,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206288,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206291,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206298,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206302,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206305,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206310,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206315,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206383,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206385,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206387,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206393,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206396,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206403,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206415,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206422,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206429,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206434,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206438,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206442,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206444,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206449,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206455,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206459,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206463,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206466,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206469,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206471,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206474,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206476,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206481,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206485,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206491,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206495,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206500,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206504,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206509,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206513,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206516,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206521,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206527,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206529,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206532,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206539,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206542,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206544,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206553,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206581,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206589,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206607,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206616,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206621,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206623,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206632,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206636,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206641,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206643,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206645,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206651,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206655,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206659,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206667,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206676,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206680,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206686,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206688,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206692,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206699,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206706,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206709,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206711,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206715,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206719,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206722,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206729,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206734,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206741,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206745,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206751,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206760,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206768,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206780,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206785,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206788,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206795,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206801,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206808,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206815,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206828,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206834,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206840,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206860,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206867,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206874,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206884,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206890,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206894,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206897,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206907,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206910,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206920,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206932,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206939,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206947,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206950,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206955,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206968,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206983,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3206989,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207000,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207005,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207014,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207023,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207041,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207048,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207053,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207066,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207074,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207081,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207088,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207096,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207106,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207115,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207119,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207125,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207133,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207139,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207153,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207160,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207169,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207179,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207188,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207196,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207204,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207213,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207217,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207220,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207224,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207229,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207236,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207242,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207253,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207255,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207260,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207264,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3207271,"029kKF4Gx2Z2fmyD57iOgg==",1009,"Closed","Updated"
3197622,"04ON/JZ9nslyA7hroFNojw==",8,"Unassigned","Not updated"
3197654,"04ON/JZ9nslyA7hroFNojw==",8,"Unassigned","Not updated"
3197690,"04ON/JZ9nslyA7hroFNojw==",8,"Unassigned","Not updated"
3197789,"04ON/JZ9nslyA7hroFNojw==",8,"Unassigned","Not updated"
3197878,"04ON/JZ9nslyA7hroFNojw==",8,"Unassigned","Not updated"
3197896,"04ON/JZ9nslyA7hroFNojw==",8,"Unassigned","Not updated"
3197919,"04ON/JZ9nslyA7hroFNojw==",8,"Unassigned","Not updated"
3197940,"04ON/JZ9nslyA7hroFNojw==",8,"Unassigned","Not updated"
3203547,"09TtrzLjVtEjPcrs6vlZBw==",2,"Closed","Updated"
3203568,"09TtrzLjVtEjPcrs6vlZBw==",2,"Closed","Updated"
3200755,"0AAGv2zMCrZcw3P3EHUTHw==",2,"Closed","Updated"
3200765,"0AAGv2zMCrZcw3P3EHUTHw==",2,"Closed","Updated"
3195373,"0F8fiY1jsPAJnLqqEwq8fA==",2,"Closed","Updated"
3195868,"0F8fiY1jsPAJnLqqEwq8fA==",2,"Closed","Updated"
3202256,"0P/QCnmKFfoHjixFGm4gUw==",2,"Closed","Updated"
3202268,"0P/QCnmKFfoHjixFGm4gUw==",2,"Closed","Updated"
3199280,"0RqzDuOm/nNwCcJRAbL1BQ==",3,"Closed","Updated"
3199353,"0RqzDuOm/nNwCcJRAbL1BQ==",3,"Closed","Updated"
3199378,"0RqzDuOm/nNwCcJRAbL1BQ==",3,"Closed","Updated"
3197477,"0TugaSngjGxXynaBhlxlBg==",3,"Unassigned","Not updated"
3197491,"0TugaSngjGxXynaBhlxlBg==",3,"Unassigned","Not updated"
3197504,"0TugaSngjGxXynaBhlxlBg==",3,"Unassigned","Not updated"
3203141,"0ZHXPIIo5cGzaHMVuIXydg==",2,"Closed","Updated"
3203170,"0ZHXPIIo5cGzaHMVuIXydg==",2,"Closed","Updated"
3196122,"0k0TZYQY4yAELuaPjuOrKw==",2,"Closed","Updated"
3196523,"0k0TZYQY4yAELuaPjuOrKw==",2,"Closed","Updated"
3196928,"0s4dB6K0KGjBzzrE6MXpKA==",2,"Closed","Updated"
3197345,"0s4dB6K0KGjBzzrE6MXpKA==",2,"Closed","Updated"
3194426,"0slOYs8Vp4ZhytfpgVhNWQ==",2,"Closed","Updated"
3194433,"0slOYs8Vp4ZhytfpgVhNWQ==",2,"Closed","Updated"
3199722,"0ys+ugYszgD6RflQSemj6g==",2,"Closed","Updated"
3199769,"0ys+ugYszgD6RflQSemj6g==",2,"Closed","Updated"
3203001,"11LjcRe/3zoGtFTgdRNzKw==",3,"Closed","Updated"
3203011,"11LjcRe/3zoGtFTgdRNzKw==",3,"Closed","Updated"
3203022,"11LjcRe/3zoGtFTgdRNzKw==",3,"Closed","Updated"
3193800,"12/PrbbgKbvP6xGfUlGhVQ==",2,"Closed","Updated"
3193804,"12/PrbbgKbvP6xGfUlGhVQ==",2,"Closed","Updated"
3201987,"1CBQhKPbfZqBPQkMpfPHTA==",2,"Open","Updated"
3202004,"1CBQhKPbfZqBPQkMpfPHTA==",2,"Closed","Updated"
3200581,"1EHyvOI63+MguCZnas1YHg==",2,"Closed","Updated"
3200653,"1EHyvOI63+MguCZnas1YHg==",2,"Closed","Updated"
3201180,"1F4C8Br06Pf1bscyMtuv2w==",2,"Closed","Updated"
3201400,"1F4C8Br06Pf1bscyMtuv2w==",2,"Closed","Updated"
3195372,"1XcosxMhugYQ1dA97kwy7w==",2,"Unassigned","Not updated"
3195667,"1XcosxMhugYQ1dA97kwy7w==",2,"Unassigned","Not updated"
3203030,"1ZHuPwasUVmdcY4zUak0qg==",2,"Closed","Updated"
3203055,"1ZHuPwasUVmdcY4zUak0qg==",2,"Closed","Updated"
3203047,"1eJ/6S533FrFlj2No+0MOw==",2,"Unassigned","Not updated"
3203053,"1eJ/6S533FrFlj2No+0MOw==",2,"Unassigned","Not updated"
3200015,"1ekeN4bOalC9xLy69L15KA==",3,"Closed","Updated"
3200031,"1ekeN4bOalC9xLy69L15KA==",3,"Open","Updated"
3200042,"1ekeN4bOalC9xLy69L15KA==",3,"Closed","Updated"
3200701,"1hg1bIGp6cSF7rDNDUAYaA==",2,"Unassigned","Not updated"
3200709,"1hg1bIGp6cSF7rDNDUAYaA==",2,"Unassigned","Not updated"
3202793,"1p+VUj89cwQKE7BZQf/g1A==",2,"Closed","Updated"
3202824,"1p+VUj89cwQKE7BZQf/g1A==",2,"Unassigned","Not updated"
3197888,"1pfg0ZsLZYOJAhKOOijhWw==",2,"Closed","Updated"
3197995,"1pfg0ZsLZYOJAhKOOijhWw==",2,"Closed","Updated"
3197880,"29yREp0C8ZVyekjreixg5A==",6,"Closed","Updated"
3197890,"29yREp0C8ZVyekjreixg5A==",6,"Closed","Updated"
3197960,"29yREp0C8ZVyekjreixg5A==",6,"Closed","Updated"
3197993,"29yREp0C8ZVyekjreixg5A==",6,"Closed","Updated"
3198025,"29yREp0C8ZVyekjreixg5A==",6,"Closed","Updated"
3198037,"29yREp0C8ZVyekjreixg5A==",6,"Closed","Updated"
3201065,"2A/vfVnXOtsWUMXM28Y1qg==",2,"Closed","Updated"
3201091,"2A/vfVnXOtsWUMXM28Y1qg==",2,"Unassigned","Not updated"
3193733,"2FJX1rgGvljJi6kkzL5Wtw==",2,"Closed","Updated"
3193737,"2FJX1rgGvljJi6kkzL5Wtw==",2,"Closed","Updated"
3202895,"2HoijHMe/AJB1wm8QKkHcg==",2,"Closed","Updated"
3203585,"2HoijHMe/AJB1wm8QKkHcg==",2,"Closed","Updated"
3199609,"2NqHY6hRqk3r3lMTYhhhyQ==",2,"Closed","Updated"
3199636,"2NqHY6hRqk3r3lMTYhhhyQ==",2,"Closed","Updated"
3197813,"2Zs9Vg4Mr++71Zi/vZmpFw==",2,"Unassigned","Not updated"
3197842,"2Zs9Vg4Mr++71Zi/vZmpFw==",2,"Unassigned","Not updated"
3198870,"2cUk6xWJpsIGQNGLy5oprQ==",3,"Closed","Updated"
3198896,"2cUk6xWJpsIGQNGLy5oprQ==",3,"Closed","Updated"
3198954,"2cUk6xWJpsIGQNGLy5oprQ==",3,"Unassigned","Not updated"
3194141,"2f2eWWugvR1ZM40Ipulfqw==",2,"Closed","Updated"
3194200,"2f2eWWugvR1ZM40Ipulfqw==",2,"Closed","Updated"
3205802,"2f4SN38BlpmT34JUwiyo5A==",2,"Unassigned","Not updated"
3205816,"2f4SN38BlpmT34JUwiyo5A==",2,"Closed","Updated"
3195134,"2foJ0XURvbRvzhZUyBrffQ==",2,"Closed","Updated"
3195268,"2foJ0XURvbRvzhZUyBrffQ==",2,"Open","Updated"
3199141,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199282,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199295,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199334,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199430,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199606,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199714,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199746,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199773,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199801,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199841,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199851,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199878,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199902,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199929,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199961,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3199983,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3200012,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3200032,"2so2Es3BClhmdLNfTjuZoA==",19,"Closed","Updated"
3201520,"32IKFqD9vjxgHBaYEVubzA==",3,"Unassigned","Not updated"
3201560,"32IKFqD9vjxgHBaYEVubzA==",3,"Unassigned","Not updated"
3201591,"32IKFqD9vjxgHBaYEVubzA==",3,"Unassigned","Not updated"
3202239,"32aCFAQNnvOhJ76tLFh4QA==",2,"Closed","Updated"
3202271,"32aCFAQNnvOhJ76tLFh4QA==",2,"Closed","Updated"
3197126,"3BYU8Rxm72rijh+eD0JwSQ==",2,"Closed","Updated"
3197523,"3BYU8Rxm72rijh+eD0JwSQ==",2,"Unassigned","Not updated"
3198899,"3CbIlfLln9bjlm23rT8tdQ==",2,"Closed","Updated"
3198931,"3CbIlfLln9bjlm23rT8tdQ==",2,"Unassigned","Not updated"
3200873,"3FPCcXW5uI3eBufw6imi8A==",4,"Closed","Updated"
3200892,"3FPCcXW5uI3eBufw6imi8A==",4,"Closed","Updated"
3200898,"3FPCcXW5uI3eBufw6imi8A==",4,"Closed","Updated"
3200899,"3FPCcXW5uI3eBufw6imi8A==",4,"Closed","Updated"
3201118,"3HRG7fCmarslaDr2Ht67xg==",2,"Closed","Updated"
3201372,"3HRG7fCmarslaDr2Ht67xg==",2,"Closed","Updated"
3196759,"3LMMMS9SGh4qNwDUIIU/mQ==",2,"Closed","Updated"
3196773,"3LMMMS9SGh4qNwDUIIU/mQ==",2,"Closed","Updated"
3205701,"3MK7gX0WKTyPnF0BH7g3+g==",2,"Closed","Updated"
3205703,"3MK7gX0WKTyPnF0BH7g3+g==",2,"Closed","Updated"
3199016,"3Xb4/bPUjpu9LHyjhKBYpw==",5,"Closed","Updated"
3199457,"3Xb4/bPUjpu9LHyjhKBYpw==",5,"Closed","Updated"
3199514,"3Xb4/bPUjpu9LHyjhKBYpw==",5,"Closed","Updated"
3199569,"3Xb4/bPUjpu9LHyjhKBYpw==",5,"Closed","Updated"
3199594,"3Xb4/bPUjpu9LHyjhKBYpw==",5,"Closed","Updated"
3201489,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201587,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201597,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201605,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201609,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201614,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201619,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201626,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201631,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201651,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201675,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201703,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201715,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201727,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201755,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201760,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201790,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201799,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201806,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201817,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201830,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201862,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201870,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201878,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201897,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201917,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201924,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201955,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201975,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3201980,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202017,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202023,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202035,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202098,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202171,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202179,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202192,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202277,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202279,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202288,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202308,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202319,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202337,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202364,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202390,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202399,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202438,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202443,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202475,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202489,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202522,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
3202530,"3cl4V6uwlGXUmf6u4zDfKw==",623,"Closed","Updated"
